timestamp,language,benchmark,run,total_energy_j,duration_ms,ambient_j,audio_j,camera_j,cpu_j,gps_j,modem_j,screen_j,video_j,wifi_j,status
2025-11-09T01:08:10.019655,Java,Fasta,1,95.1251,35874,0.0000,0.0000,0.0000,8.3000,0.0000,0.0000,34.7349,0.4310,51.6592,success
2025-11-09T01:09:37.678690,Java,Fasta,1,98.0741,36277,0.0000,0.0000,0.0000,11.3313,0.0000,0.0000,34.8232,0.1291,51.7904,success
2025-11-09T01:11:05.040510,Java,Fasta,1,98.0794,36095,0.0000,0.0000,0.0000,10.4485,0.0000,0.0000,35.0589,0.4312,52.1409,success
2025-11-09T01:12:32.609041,Java,Fasta,1,96.9608,36129,0.0000,0.0000,0.0000,10.0602,0.0000,0.0000,34.6288,0.7704,51.5014,success
2025-11-09T01:13:59.507138,Java,Fasta,1,94.6844,35761,0.0000,0.0000,0.0000,8.3294,0.0000,0.0000,34.6056,0.2826,51.4668,success
2025-11-09T01:15:27.067834,Java,Fasta,1,99.9404,36011,0.0000,0.0000,0.0000,12.3769,0.0000,0.0000,35.0318,0.4309,52.1007,success
2025-11-09T01:16:54.290482,Java,Fasta,1,98.4806,36130,0.0000,0.0000,0.0000,10.4677,0.0000,0.0000,35.3857,0.0000,52.6271,success
2025-11-09T01:18:21.766082,Java,Fasta,1,97.2873,35863,0.0000,0.0000,0.0000,10.0496,0.0000,0.0000,34.7551,0.7935,51.6891,success
2025-11-09T01:19:49.593707,Java,Fasta,1,100.7711,36480,0.0000,0.0000,0.0000,12.7975,0.0000,0.0000,35.3700,0.0000,52.6036,success
2025-11-09T01:21:17.159382,Java,Fasta,1,97.7171,36171,0.0000,0.0000,0.0000,10.4292,0.0000,0.0000,34.9219,0.4287,51.9372,success
